 0.00 0.6873
 0.10 0.6605
 0.20 0.5522
 0.30 0.4262
 0.40 0.3338
 0.50 0.2820
 0.60 0.1928
 0.70 0.1471
 0.80 0.0963
 0.90 0.0695
 1.00 0.0599
